"TestRunID","Item","Value","Weight","TagType"
"RandomGoods","finnish-1","Country:germany",1,"Country"
"RandomGoods","fucoid-1","Country:germany",1,"Country"
"RandomGoods","gluttonise-1","Country:germany",1,"Country"
"RandomGoods","hotel-1","Country:germany",1,"Country"
"RandomGoods","interstitial-1","Country:germany",1,"Country"
"RandomGoods","jovially-1","Country:germany",1,"Country"
"RandomGoods","langset-1","Country:germany",1,"Country"
"RandomGoods","lascivious-1","Country:germany",1,"Country"
"RandomGoods","polypropenonitrile-1","Country:germany",1,"Country"
"RandomGoods","population-1","Country:germany",1,"Country"
"RandomGoods","prepay-1","Country:germany",1,"Country"
"RandomGoods","purifying-1","Country:germany",1,"Country"
"RandomGoods","red-striped-1","Country:germany",1,"Country"
"RandomGoods","scriabin-1","Country:germany",1,"Country"
"RandomGoods","skeleton-1","Country:germany",1,"Country"
"RandomGoods","spur-1","Country:germany",1,"Country"
"RandomGoods","stockholding-1","Country:germany",1,"Country"
"RandomGoods","tangshan-1","Country:germany",1,"Country"
"RandomGoods","tobey-1","Country:germany",1,"Country"
"RandomGoods","unmyelinated-1","Country:germany",1,"Country"
"RandomGoods","upbraid-1","Country:germany",1,"Country"
"RandomGoods","vidal-1","Country:germany",1,"Country"
"RandomGoods","acephaly-1","Country:spain",1,"Country"
"RandomGoods","agon-1","Country:spain",1,"Country"
"RandomGoods","alphabetization-1","Country:spain",1,"Country"
"RandomGoods","anchor-1","Country:spain",1,"Country"
"RandomGoods","ascribable-1","Country:spain",1,"Country"
"RandomGoods","bangle-1","Country:spain",1,"Country"
"RandomGoods","behoove-1","Country:spain",1,"Country"
"RandomGoods","bewitchery-1","Country:spain",1,"Country"
"RandomGoods","bloviate-1","Country:spain",1,"Country"
"RandomGoods","calamintha-1","Country:spain",1,"Country"
"RandomGoods","callithrix-1","Country:spain",1,"Country"
"RandomGoods","cephalalgia-1","Country:spain",1,"Country"
"RandomGoods","cetacean-1","Country:spain",1,"Country"
"RandomGoods","chaldaea-1","Country:spain",1,"Country"
"RandomGoods","chock-full-1","Country:spain",1,"Country"
"RandomGoods","dispatch-1","Country:spain",1,"Country"
"RandomGoods","experiment-1","Country:spain",1,"Country"
"RandomGoods","fictionalisation-1","Country:spain",1,"Country"
"RandomGoods","forby-1","Country:spain",1,"Country"
"RandomGoods","generally-1","Country:spain",1,"Country"
"RandomGoods","h2o-1","Country:spain",1,"Country"
"RandomGoods","heyward-1","Country:spain",1,"Country"
"RandomGoods","iridic-1","Country:spain",1,"Country"
"RandomGoods","izmir-1","Country:spain",1,"Country"
"RandomGoods","kore-1","Country:spain",1,"Country"
"RandomGoods","loins-1","Country:spain",1,"Country"
"RandomGoods","lousy-1","Country:spain",1,"Country"
"RandomGoods","mendelssohn-1","Country:spain",1,"Country"
"RandomGoods","narcoterrorism-1","Country:spain",1,"Country"
"RandomGoods","nebraska-1","Country:spain",1,"Country"
"RandomGoods","nootka-1","Country:spain",1,"Country"
"RandomGoods","norethynodrel-1","Country:spain",1,"Country"
"RandomGoods","parentage-1","Country:spain",1,"Country"
"RandomGoods","pavan-1","Country:spain",1,"Country"
"RandomGoods","plaything-1","Country:spain",1,"Country"
"RandomGoods","potentilla-1","Country:spain",1,"Country"
"RandomGoods","profitably-1","Country:spain",1,"Country"
"RandomGoods","ramble-1","Country:spain",1,"Country"
"RandomGoods","reformulate-1","Country:spain",1,"Country"
"RandomGoods","reliever-1","Country:spain",1,"Country"
"RandomGoods","sazerac-1","Country:spain",1,"Country"
"RandomGoods","sending-1","Country:spain",1,"Country"
"RandomGoods","shawn-1","Country:spain",1,"Country"
"RandomGoods","standee-1","Country:spain",1,"Country"
"RandomGoods","superannuated-1","Country:spain",1,"Country"
"RandomGoods","synopsis-1","Country:spain",1,"Country"
"RandomGoods","torso-1","Country:spain",1,"Country"
"RandomGoods","trapezius-1","Country:spain",1,"Country"
"RandomGoods","tripinnate-1","Country:spain",1,"Country"
"RandomGoods","undulatory-1","Country:spain",1,"Country"
"RandomGoods","unfitting-1","Country:spain",1,"Country"
"RandomGoods","unsensational-1","Country:spain",1,"Country"
"RandomGoods","veneering-1","Country:spain",1,"Country"
"RandomGoods","vivacity-1","Country:spain",1,"Country"
"RandomGoods","wheezing-1","Country:spain",1,"Country"
"RandomGoods","actinopoda-1","Country:usa",1,"Country"
"RandomGoods","antimycotic-1","Country:usa",1,"Country"
"RandomGoods","arugula-1","Country:usa",1,"Country"
"RandomGoods","attainment-1","Country:usa",1,"Country"
"RandomGoods","blameable-1","Country:usa",1,"Country"
"RandomGoods","brevicipitidae-1","Country:usa",1,"Country"
"RandomGoods","campylotropous-1","Country:usa",1,"Country"
"RandomGoods","changefulness-1","Country:usa",1,"Country"
"RandomGoods","comprehendible-1","Country:usa",1,"Country"
"RandomGoods","continuation-1","Country:usa",1,"Country"
"RandomGoods","creosote-1","Country:usa",1,"Country"
"RandomGoods","etiological-1","Country:usa",1,"Country"
"RandomGoods","fives-1","Country:usa",1,"Country"
"RandomGoods","fluoride-1","Country:usa",1,"Country"
"RandomGoods","garbed-1","Country:usa",1,"Country"
"RandomGoods","glycol-1","Country:usa",1,"Country"
"RandomGoods","gynarchy-1","Country:usa",1,"Country"
"RandomGoods","hardball-1","Country:usa",1,"Country"
"RandomGoods","lechanorales-1","Country:usa",1,"Country"
"RandomGoods","leontief-1","Country:usa",1,"Country"
"RandomGoods","morula-1","Country:usa",1,"Country"
"RandomGoods","myrobalan-1","Country:usa",1,"Country"
"RandomGoods","nusku-1","Country:usa",1,"Country"
"RandomGoods","pisser-1","Country:usa",1,"Country"
"RandomGoods","stalinisation-1","Country:usa",1,"Country"
"RandomGoods","thermopylae-1","Country:usa",1,"Country"
"RandomGoods","tinkerer-1","Country:usa",1,"Country"
"RandomGoods","twelfth-1","Country:usa",1,"Country"
"RandomGoods","unpersuaded-1","Country:usa",1,"Country"
"RandomGoods","upstager-1","Country:usa",1,"Country"
"RandomGoods","woodlouse-1","Country:usa",1,"Country"
"RandomGoods","xxiv-1","Country:usa",1,"Country"
"RandomGoods","yugoslavian-1","Country:usa",1,"Country"
"RandomGoods","barbital-1","Good:cars",1,"Good"
"RandomGoods","charles-1","Good:cars",1,"Good"
"RandomGoods","clichy-la-garenne-1","Good:cars",1,"Good"
"RandomGoods","creosote-1","Good:cars",1,"Good"
"RandomGoods","dealfish-1","Good:cars",1,"Good"
"RandomGoods","definable-1","Good:cars",1,"Good"
"RandomGoods","drained-1","Good:cars",1,"Good"
"RandomGoods","ecology-1","Good:cars",1,"Good"
"RandomGoods","forty-eight-1","Good:cars",1,"Good"
"RandomGoods","garbed-1","Good:cars",1,"Good"
"RandomGoods","glycol-1","Good:cars",1,"Good"
"RandomGoods","infiltration-1","Good:cars",1,"Good"
"RandomGoods","izmir-1","Good:cars",1,"Good"
"RandomGoods","knockdown-1","Good:cars",1,"Good"
"RandomGoods","leontief-1","Good:cars",1,"Good"
"RandomGoods","lummox-1","Good:cars",1,"Good"
"RandomGoods","nebraska-1","Good:cars",1,"Good"
"RandomGoods","nyamuragira-1","Good:cars",1,"Good"
"RandomGoods","polypropenonitrile-1","Good:cars",1,"Good"
"RandomGoods","population-1","Good:cars",1,"Good"
"RandomGoods","prepay-1","Good:cars",1,"Good"
"RandomGoods","prosecution-1","Good:cars",1,"Good"
"RandomGoods","red-striped-1","Good:cars",1,"Good"
"RandomGoods","spur-1","Good:cars",1,"Good"
"RandomGoods","unblock-1","Good:cars",1,"Good"
"RandomGoods","unpersuaded-1","Good:cars",1,"Good"
"RandomGoods","wheezing-1","Good:cars",1,"Good"
"RandomGoods","xxiv-1","Good:cars",1,"Good"
"RandomGoods","addle-head-1","Good:ham",1,"Good"
"RandomGoods","are-1","Good:ham",1,"Good"
"RandomGoods","arugula-1","Good:ham",1,"Good"
"RandomGoods","ascribable-1","Good:ham",1,"Good"
"RandomGoods","bangle-1","Good:ham",1,"Good"
"RandomGoods","behoove-1","Good:ham",1,"Good"
"RandomGoods","blameable-1","Good:ham",1,"Good"
"RandomGoods","brevicipitidae-1","Good:ham",1,"Good"
"RandomGoods","callithrix-1","Good:ham",1,"Good"
"RandomGoods","campylotropous-1","Good:ham",1,"Good"
"RandomGoods","cetacean-1","Good:ham",1,"Good"
"RandomGoods","closefisted-1","Good:ham",1,"Good"
"RandomGoods","continuation-1","Good:ham",1,"Good"
"RandomGoods","etiological-1","Good:ham",1,"Good"
"RandomGoods","fictionalisation-1","Good:ham",1,"Good"
"RandomGoods","finnish-1","Good:ham",1,"Good"
"RandomGoods","generally-1","Good:ham",1,"Good"
"RandomGoods","greenbelt-1","Good:ham",1,"Good"
"RandomGoods","gynarchy-1","Good:ham",1,"Good"
"RandomGoods","ingress-1","Good:ham",1,"Good"
"RandomGoods","interstitial-1","Good:ham",1,"Good"
"RandomGoods","kore-1","Good:ham",1,"Good"
"RandomGoods","laxness-1","Good:ham",1,"Good"
"RandomGoods","maltreater-1","Good:ham",1,"Good"
"RandomGoods","materialistically-1","Good:ham",1,"Good"
"RandomGoods","narcoterrorism-1","Good:ham",1,"Good"
"RandomGoods","parentage-1","Good:ham",1,"Good"
"RandomGoods","purifying-1","Good:ham",1,"Good"
"RandomGoods","rani-1","Good:ham",1,"Good"
"RandomGoods","reliever-1","Good:ham",1,"Good"
"RandomGoods","saute-1","Good:ham",1,"Good"
"RandomGoods","sazerac-1","Good:ham",1,"Good"
"RandomGoods","skeleton-1","Good:ham",1,"Good"
"RandomGoods","stalinisation-1","Good:ham",1,"Good"
"RandomGoods","thermopylae-1","Good:ham",1,"Good"
"RandomGoods","twelfth-1","Good:ham",1,"Good"
"RandomGoods","vidal-1","Good:ham",1,"Good"
"RandomGoods","wellhead-1","Good:ham",1,"Good"
"RandomGoods","woodlouse-1","Good:ham",1,"Good"
"RandomGoods","booze-up-1","Good:milk",1,"Good"
"RandomGoods","certitude-1","Good:milk",1,"Good"
"RandomGoods","cetaceous-1","Good:milk",1,"Good"
"RandomGoods","changefulness-1","Good:milk",1,"Good"
"RandomGoods","cheaply-1","Good:milk",1,"Good"
"RandomGoods","chock-full-1","Good:milk",1,"Good"
"RandomGoods","chrysolite-1","Good:milk",1,"Good"
"RandomGoods","codling-1","Good:milk",1,"Good"
"RandomGoods","columba-1","Good:milk",1,"Good"
"RandomGoods","comprehendible-1","Good:milk",1,"Good"
"RandomGoods","condom-1","Good:milk",1,"Good"
"RandomGoods","cushiony-1","Good:milk",1,"Good"
"RandomGoods","desirability-1","Good:milk",1,"Good"
"RandomGoods","fives-1","Good:milk",1,"Good"
"RandomGoods","forby-1","Good:milk",1,"Good"
"RandomGoods","fucoid-1","Good:milk",1,"Good"
"RandomGoods","futuristics-1","Good:milk",1,"Good"
"RandomGoods","gluttonise-1","Good:milk",1,"Good"
"RandomGoods","hardball-1","Good:milk",1,"Good"
"RandomGoods","herbicide-1","Good:milk",1,"Good"
"RandomGoods","hoo-ha-1","Good:milk",1,"Good"
"RandomGoods","houseful-1","Good:milk",1,"Good"
"RandomGoods","inconsiderate-1","Good:milk",1,"Good"
"RandomGoods","langset-1","Good:milk",1,"Good"
"RandomGoods","lodge-1","Good:milk",1,"Good"
"RandomGoods","macrencephaly-1","Good:milk",1,"Good"
"RandomGoods","mangle-1","Good:milk",1,"Good"
"RandomGoods","mendelssohn-1","Good:milk",1,"Good"
"RandomGoods","morula-1","Good:milk",1,"Good"
"RandomGoods","namtaru-1","Good:milk",1,"Good"
"RandomGoods","nootka-1","Good:milk",1,"Good"
"RandomGoods","norethynodrel-1","Good:milk",1,"Good"
"RandomGoods","orthopnea-1","Good:milk",1,"Good"
"RandomGoods","profitably-1","Good:milk",1,"Good"
"RandomGoods","psychopharmacological-1","Good:milk",1,"Good"
"RandomGoods","reformulate-1","Good:milk",1,"Good"
"RandomGoods","reniform-1","Good:milk",1,"Good"
"RandomGoods","scriabin-1","Good:milk",1,"Good"
"RandomGoods","slap-up-1","Good:milk",1,"Good"
"RandomGoods","stockholding-1","Good:milk",1,"Good"
"RandomGoods","tailored-1","Good:milk",1,"Good"
"RandomGoods","tinkerer-1","Good:milk",1,"Good"
"RandomGoods","tobey-1","Good:milk",1,"Good"
"RandomGoods","unmyelinated-1","Good:milk",1,"Good"
"RandomGoods","vaudois-1","Good:milk",1,"Good"
"RandomGoods","verboten-1","Good:milk",1,"Good"
"RandomGoods","yugoslavian-1","Good:milk",1,"Good"
"RandomGoods","aalto-1","Good:palms",1,"Good"
"RandomGoods","agon-1","Good:palms",1,"Good"
"RandomGoods","alphabetization-1","Good:palms",1,"Good"
"RandomGoods","anchor-1","Good:palms",1,"Good"
"RandomGoods","antimycotic-1","Good:palms",1,"Good"
"RandomGoods","apish-1","Good:palms",1,"Good"
"RandomGoods","attainment-1","Good:palms",1,"Good"
"RandomGoods","belly-up-1","Good:palms",1,"Good"
"RandomGoods","bewitchery-1","Good:palms",1,"Good"
"RandomGoods","bloviate-1","Good:palms",1,"Good"
"RandomGoods","calamintha-1","Good:palms",1,"Good"
"RandomGoods","cancridae-1","Good:palms",1,"Good"
"RandomGoods","chlorobenzylidenemalononitrile-1","Good:palms",1,"Good"
"RandomGoods","cloven-hoofed-1","Good:palms",1,"Good"
"RandomGoods","cryptanalyst-1","Good:palms",1,"Good"
"RandomGoods","depigmentation-1","Good:palms",1,"Good"
"RandomGoods","diametrical-1","Good:palms",1,"Good"
"RandomGoods","dispatch-1","Good:palms",1,"Good"
"RandomGoods","entrepreneur-1","Good:palms",1,"Good"
"RandomGoods","experiment-1","Good:palms",1,"Good"
"RandomGoods","fluoride-1","Good:palms",1,"Good"
"RandomGoods","founding-1","Good:palms",1,"Good"
"RandomGoods","godliness-1","Good:palms",1,"Good"
"RandomGoods","heyward-1","Good:palms",1,"Good"
"RandomGoods","intradepartmental-1","Good:palms",1,"Good"
"RandomGoods","iridic-1","Good:palms",1,"Good"
"RandomGoods","lascivious-1","Good:palms",1,"Good"
"RandomGoods","lechanorales-1","Good:palms",1,"Good"
"RandomGoods","leptodactylus-1","Good:palms",1,"Good"
"RandomGoods","loins-1","Good:palms",1,"Good"
"RandomGoods","maria-1","Good:palms",1,"Good"
"RandomGoods","nusku-1","Good:palms",1,"Good"
"RandomGoods","oxidation-reduction-1","Good:palms",1,"Good"
"RandomGoods","pavan-1","Good:palms",1,"Good"
"RandomGoods","plaything-1","Good:palms",1,"Good"
"RandomGoods","potentilla-1","Good:palms",1,"Good"
"RandomGoods","ramble-1","Good:palms",1,"Good"
"RandomGoods","selznick-1","Good:palms",1,"Good"
"RandomGoods","sleepyhead-1","Good:palms",1,"Good"
"RandomGoods","synopsis-1","Good:palms",1,"Good"
"RandomGoods","torso-1","Good:palms",1,"Good"
"RandomGoods","triennial-1","Good:palms",1,"Good"
"RandomGoods","tripinnate-1","Good:palms",1,"Good"
"RandomGoods","undulatory-1","Good:palms",1,"Good"
"RandomGoods","unfitting-1","Good:palms",1,"Good"
"RandomGoods","unsensational-1","Good:palms",1,"Good"
"RandomGoods","upbraid-1","Good:palms",1,"Good"
"RandomGoods","vaporiser-1","Good:palms",1,"Good"
"RandomGoods","veneering-1","Good:palms",1,"Good"
"RandomGoods","vivacity-1","Good:palms",1,"Good"
"RandomGoods","acephaly-1","Good:washing machines",1,"Good"
"RandomGoods","actinopoda-1","Good:washing machines",1,"Good"
"RandomGoods","brigand-1","Good:washing machines",1,"Good"
"RandomGoods","burmese-1","Good:washing machines",1,"Good"
"RandomGoods","cephalalgia-1","Good:washing machines",1,"Good"
"RandomGoods","chaldaea-1","Good:washing machines",1,"Good"
"RandomGoods","charley-horse-1","Good:washing machines",1,"Good"
"RandomGoods","defeat-1","Good:washing machines",1,"Good"
"RandomGoods","dermatomycosis-1","Good:washing machines",1,"Good"
"RandomGoods","falteringly-1","Good:washing machines",1,"Good"
"RandomGoods","glue-1","Good:washing machines",1,"Good"
"RandomGoods","h2o-1","Good:washing machines",1,"Good"
"RandomGoods","headquarter-1","Good:washing machines",1,"Good"
"RandomGoods","hospitalisation-1","Good:washing machines",1,"Good"
"RandomGoods","hotel-1","Good:washing machines",1,"Good"
"RandomGoods","jovially-1","Good:washing machines",1,"Good"
"RandomGoods","leaner-1","Good:washing machines",1,"Good"
"RandomGoods","lousy-1","Good:washing machines",1,"Good"
"RandomGoods","maigre-1","Good:washing machines",1,"Good"
"RandomGoods","moult-1","Good:washing machines",1,"Good"
"RandomGoods","myrobalan-1","Good:washing machines",1,"Good"
"RandomGoods","nidulariaceae-1","Good:washing machines",1,"Good"
"RandomGoods","overgeneralise-1","Good:washing machines",1,"Good"
"RandomGoods","pisser-1","Good:washing machines",1,"Good"
"RandomGoods","prostatectomy-1","Good:washing machines",1,"Good"
"RandomGoods","pyrethrum-1","Good:washing machines",1,"Good"
"RandomGoods","sending-1","Good:washing machines",1,"Good"
"RandomGoods","shawn-1","Good:washing machines",1,"Good"
"RandomGoods","smallholding-1","Good:washing machines",1,"Good"
"RandomGoods","standee-1","Good:washing machines",1,"Good"
"RandomGoods","superannuated-1","Good:washing machines",1,"Good"
"RandomGoods","tangshan-1","Good:washing machines",1,"Good"
"RandomGoods","toyota-1","Good:washing machines",1,"Good"
"RandomGoods","trapezius-1","Good:washing machines",1,"Good"
"RandomGoods","unfilled-1","Good:washing machines",1,"Good"
"RandomGoods","upstager-1","Good:washing machines",1,"Good"
"RandomGoods","anchor-1","Source:academy",0.255464875182722,"Source"
"RandomGoods","apish-1","Source:academy",0.270644983940127,"Source"
"RandomGoods","behoove-1","Source:academy",0.259842374409264,"Source"
"RandomGoods","belly-up-1","Source:academy",0.282539005392516,"Source"
"RandomGoods","depigmentation-1","Source:academy",0.24326572503803,"Source"
"RandomGoods","glue-1","Source:academy",0.262455305164977,"Source"
"RandomGoods","izmir-1","Source:academy",0.25189235307052,"Source"
"RandomGoods","moult-1","Source:academy",0.255645562259957,"Source"
"RandomGoods","myrobalan-1","Source:academy",0.27074580761734,"Source"
"RandomGoods","nusku-1","Source:academy",0.264434630377988,"Source"
"RandomGoods","nyamuragira-1","Source:academy",0.260550793168016,"Source"
"RandomGoods","oxidation-reduction-1","Source:academy",0.266937372281221,"Source"
"RandomGoods","pavan-1","Source:academy",0.26567576972546,"Source"
"RandomGoods","reniform-1","Source:academy",0.270544560239078,"Source"
"RandomGoods","scriabin-1","Source:academy",0.253393368703743,"Source"
"RandomGoods","vaporiser-1","Source:academy",0.252621202963102,"Source"
"RandomGoods","antimycotic-1","Source:acquired",0.300378954672811,"Source"
"RandomGoods","apish-1","Source:acquired",0.310795339298003,"Source"
"RandomGoods","chock-full-1","Source:acquired",0.304246443060293,"Source"
"RandomGoods","clichy-la-garenne-1","Source:acquired",0.304575048364698,"Source"
"RandomGoods","godliness-1","Source:acquired",0.303312209382563,"Source"
"RandomGoods","headquarter-1","Source:acquired",0.298501367526008,"Source"
"RandomGoods","maria-1","Source:acquired",0.29955274111163,"Source"
"RandomGoods","nidulariaceae-1","Source:acquired",0.30202063780248,"Source"
"RandomGoods","profitably-1","Source:acquired",0.302768045917595,"Source"
"RandomGoods","pyrethrum-1","Source:acquired",0.294357002084343,"Source"
"RandomGoods","unblock-1","Source:acquired",0.290999953634861,"Source"
"RandomGoods","aalto-1","Source:albino",0.306007723130766,"Source"
"RandomGoods","attainment-1","Source:albino",0.298823330186892,"Source"
"RandomGoods","blameable-1","Source:albino",0.307528986526271,"Source"
"RandomGoods","bloviate-1","Source:albino",0.323036613772303,"Source"
"RandomGoods","generally-1","Source:albino",0.308313558455592,"Source"
"RandomGoods","hospitalisation-1","Source:albino",0.288548305223926,"Source"
"RandomGoods","iridic-1","Source:albino",0.305784235528006,"Source"
"RandomGoods","pyrethrum-1","Source:albino",0.304029807589369,"Source"
"RandomGoods","selznick-1","Source:albino",0.30548659603172,"Source"
"RandomGoods","verboten-1","Source:albino",0.311893645586763,"Source"
"RandomGoods","aalto-1","Source:amicably",0.287383961266364,"Source"
"RandomGoods","bloviate-1","Source:amicably",0.303376466287047,"Source"
"RandomGoods","columba-1","Source:amicably",0.305719650132354,"Source"
"RandomGoods","h2o-1","Source:amicably",0.307567286956974,"Source"
"RandomGoods","jovially-1","Source:amicably",0.284010434064988,"Source"
"RandomGoods","lascivious-1","Source:amicably",0.297244335264374,"Source"
"RandomGoods","leaner-1","Source:amicably",0.304362168603443,"Source"
"RandomGoods","tripinnate-1","Source:amicably",0.28559059432033,"Source"
"RandomGoods","unpersuaded-1","Source:amicably",0.286707503348583,"Source"
"RandomGoods","veneering-1","Source:amicably",0.298429569287809,"Source"
"RandomGoods","verboten-1","Source:amicably",0.292911663945907,"Source"
"RandomGoods","woodlouse-1","Source:amicably",0.29339764603433,"Source"
"RandomGoods","antimycotic-1","Source:amused",0.291367719197426,"Source"
"RandomGoods","ascribable-1","Source:amused",0.287242872171079,"Source"
"RandomGoods","behoove-1","Source:amused",0.289438583388127,"Source"
"RandomGoods","clichy-la-garenne-1","Source:amused",0.29543793193878,"Source"
"RandomGoods","glue-1","Source:amused",0.292349128591327,"Source"
"RandomGoods","glycol-1","Source:amused",0.288726210448506,"Source"
"RandomGoods","inconsiderate-1","Source:amused",0.302485539413545,"Source"
"RandomGoods","nidulariaceae-1","Source:amused",0.292960152561001,"Source"
"RandomGoods","prosecution-1","Source:amused",0.299543998283205,"Source"
"RandomGoods","ramble-1","Source:amused",0.291699182210475,"Source"
"RandomGoods","unpersuaded-1","Source:amused",0.286707503348583,"Source"
"RandomGoods","yugoslavian-1","Source:amused",0.286624813286424,"Source"
"RandomGoods","are-1","Source:angrily",0.301362020693862,"Source"
"RandomGoods","cetaceous-1","Source:angrily",0.269877522674044,"Source"
"RandomGoods","charley-horse-1","Source:angrily",0.292761235854202,"Source"
"RandomGoods","creosote-1","Source:angrily",0.301003534502691,"Source"
"RandomGoods","cryptanalyst-1","Source:angrily",0.280715099381895,"Source"
"RandomGoods","finnish-1","Source:angrily",0.29767886218021,"Source"
"RandomGoods","godliness-1","Source:angrily",0.285842495710626,"Source"
"RandomGoods","inconsiderate-1","Source:angrily",0.293879699724901,"Source"
"RandomGoods","mendelssohn-1","Source:angrily",0.290858633974881,"Source"
"RandomGoods","namtaru-1","Source:angrily",0.285120935962651,"Source"
"RandomGoods","plaything-1","Source:angrily",0.282322087415268,"Source"
"RandomGoods","potentilla-1","Source:angrily",0.283478322160214,"Source"
"RandomGoods","sazerac-1","Source:angrily",0.284408378071018,"Source"
"RandomGoods","chrysolite-1","Source:aquanaut",0.301549891528758,"Source"
"RandomGoods","futuristics-1","Source:aquanaut",0.321104576052077,"Source"
"RandomGoods","intradepartmental-1","Source:aquanaut",0.306174974175879,"Source"
