"TestRunID","Word","Weight"
"RandomGoods","meditate",2.90042209374967
"RandomGoods","melancholic",2.7333680090865
"RandomGoods","memorably",2.81341071676004
"RandomGoods","menopause",3.10109278921182
"RandomGoods","merging",2.3538783873816
"RandomGoods","metalworking",2.90042209374967
"RandomGoods","milk",1.44816976483798
"RandomGoods","minded",2.7333680090865
"RandomGoods","monocotyledonous",2.65926003693278
"RandomGoods","mortar",3.91202300542815
"RandomGoods","motivational",2.59026716544583
"RandomGoods","neglectful",2.46510402249182
"RandomGoods","nightgown",2.90042209374967
"RandomGoods","nonappearance",2.7333680090865
"RandomGoods","nonconductor",2.65926003693278
"RandomGoods","noted",2.99573227355399
"RandomGoods","nubbin",3.2188758248682
"RandomGoods","obsession",2.52572864430826
"RandomGoods","organically",2.3538783873816
"RandomGoods","palms",1.38629436111989
"RandomGoods","paralytic",2.52572864430826
"RandomGoods","paraprofessional",2.81341071676004
"RandomGoods","paymaster",2.99573227355399
"RandomGoods","perambulate",2.7333680090865
"RandomGoods","percussionist",2.40794560865187
"RandomGoods","pictograph",2.46510402249182
"RandomGoods","planetarium",2.59026716544583
"RandomGoods","polemical",3.2188758248682
"RandomGoods","polity",3.10109278921182
"RandomGoods","popcorn",2.65926003693278
"RandomGoods","poster",3.35240721749272
"RandomGoods","predominance",2.81341071676004
"RandomGoods","printmaking",2.7333680090865
"RandomGoods","probabilistic",3.35240721749272
"RandomGoods","protrusion",2.52572864430826
"RandomGoods","provincial",2.81341071676004
"RandomGoods","punctually",2.81341071676004
"RandomGoods","puritanically",2.7333680090865
"RandomGoods","quarterfinal",2.99573227355399
"RandomGoods","quiff",3.10109278921182
"RandomGoods","quota",2.81341071676004
"RandomGoods","racy",3.10109278921182
"RandomGoods","radioactivity",2.81341071676004
"RandomGoods","rededicate",2.46510402249182
"RandomGoods","refine",2.30258509299405
"RandomGoods","relations",3.35240721749272
"RandomGoods","resin",2.65926003693278
"RandomGoods","retiring",5.29831736654804
"RandomGoods","retort",3.10109278921182
"RandomGoods","richly",2.40794560865187
"RandomGoods","rigger",2.59026716544583
"RandomGoods","rigging",3.10109278921182
"RandomGoods","rockbound",2.65926003693278
"RandomGoods","rumbustious",2.90042209374967
"RandomGoods","sabbatical",2.7333680090865
"RandomGoods","scriptural",2.59026716544583
"RandomGoods","seascape",2.7333680090865
"RandomGoods","shameless",3.10109278921182
"RandomGoods","shorebird",2.52572864430826
"RandomGoods","silty",2.7333680090865
"RandomGoods","simply",2.46510402249182
"RandomGoods","singsong",2.7333680090865
"RandomGoods","skinniness",2.99573227355399
"RandomGoods","sliminess",3.35240721749272
"RandomGoods","slothfulness",2.81341071676004
"RandomGoods","soothe",2.7333680090865
"RandomGoods","spain",1.29098418131557
"RandomGoods","splinter",2.81341071676004
"RandomGoods","spud",2.81341071676004
"RandomGoods","squeezing",2.90042209374967
"RandomGoods","subnormal",2.81341071676004
"RandomGoods","subsidence",2.46510402249182
"RandomGoods","surrey",3.10109278921182
"RandomGoods","theological",2.65926003693278
"RandomGoods","thoracic",2.81341071676004
"RandomGoods","tiara",2.7333680090865
"RandomGoods","tingling",2.90042209374967
"RandomGoods","toxicologist",2.7333680090865
"RandomGoods","transfigure",3.2188758248682
"RandomGoods","triangular",3.10109278921182
"RandomGoods","typicality",2.90042209374967
"RandomGoods","unappealing",2.90042209374967
"RandomGoods","undecorated",2.90042209374967
"RandomGoods","underproduction",2.59026716544583
"RandomGoods","understanding",3.10109278921182
"RandomGoods","undone",2.99573227355399
"RandomGoods","unfriendliness",2.40794560865187
"RandomGoods","unilateral",3.35240721749272
"RandomGoods","unkindly",2.99573227355399
"RandomGoods","unsolicited",2.59026716544583
"RandomGoods","urethritis",2.59026716544583
"RandomGoods","usa",1.80180980508156
"RandomGoods","vermin",2.65926003693278
"RandomGoods","vestment",2.90042209374967
"RandomGoods","vitality",2.81341071676004
"RandomGoods","washerwoman",3.2188758248682
"RandomGoods","washing",1.71479842809193
"RandomGoods","zealot",2.7333680090865
