"IngestionRunID","Item","TagType","Value","Weight"
"WLExampleData","Statistics-ChemicalProcessViscosityReadings","ApplicationArea","ApplicationArea:Engineering",0.6269395139859401
"WLExampleData","Statistics-ChickenWeight","ApplicationArea","ApplicationArea:Agriculture",1.0
"WLExampleData","Statistics-CopperLevels","ApplicationArea","ApplicationArea:Agriculture",1.0
"WLExampleData","Statistics-CosmeticDeterioration","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-CPUPerformance","ApplicationArea","ApplicationArea:Computation",1.0
"WLExampleData","Statistics-CrabMeasures","ApplicationArea","ApplicationArea:Zoology",1.0
"WLExampleData","Statistics-Cushings","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-CyrtoideaeLength","ApplicationArea","ApplicationArea:Zoology",1.0
"WLExampleData","Statistics-DenmarkMelanoma","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-DNaseAssay","ApplicationArea","ApplicationArea:Biology",1.0
"WLExampleData","Statistics-EarthquakeWaitingTimes","ApplicationArea","ApplicationArea:Seismology",1.0
"WLExampleData","Statistics-EconomicFluctuation","ApplicationArea","ApplicationArea:Econometrics",1.0
"WLExampleData","Statistics-EmployeeAttitude","ApplicationArea","ApplicationArea:Econometrics",1.0
"WLExampleData","Statistics-EsophagealCancer","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-FatigueLifeFailures","ApplicationArea","ApplicationArea:Engineering",0.9999999999999999
"WLExampleData","Statistics-FemaleHeightsAndWeights","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-FiberStrength","ApplicationArea","ApplicationArea:Engineering",0.9999999999999999
"WLExampleData","Statistics-FisherCats","ApplicationArea","ApplicationArea:Zoology",1.0
"WLExampleData","Statistics-FisherIris","ApplicationArea","ApplicationArea:Biology",1.0
"WLExampleData","Statistics-FlyAsh","ApplicationArea","ApplicationArea:Engineering",0.9999999999999999
"WLExampleData","Statistics-Formaldehyde","ApplicationArea","ApplicationArea:Chemistry",1.0
"WLExampleData","Statistics-GAGUrineLevels","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-GalaxyVelocity","ApplicationArea","ApplicationArea:Astronomy",1.0
"WLExampleData","Statistics-GasFurnaceData","ApplicationArea","ApplicationArea:Chemistry",0.7790679340102974
"WLExampleData","Statistics-GasFurnaceData","ApplicationArea","ApplicationArea:Engineering",0.6269395139859401
"WLExampleData","Statistics-GilgaiSoil","ApplicationArea","ApplicationArea:Geology",1.0
"WLExampleData","Statistics-GreatBritanAutoDeaths","ApplicationArea","ApplicationArea:Actuarial",0.9999999999999999
"WLExampleData","Statistics-GuineaPigToothGrowth","ApplicationArea","ApplicationArea:Zoology",1.0
"WLExampleData","Statistics-Hodgkins","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-IBMStockClosingPrices","ApplicationArea","ApplicationArea:Finance",0.9999999999999999
"WLExampleData","Statistics-IndomethicinPharmacokinetics","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-InternationalAirlinePassengers","ApplicationArea","ApplicationArea:Aviation",0.9999999999999999
"WLExampleData","Statistics-KaleDDT","ApplicationArea","ApplicationArea:Agriculture",1.0
"WLExampleData","Statistics-KidneyInfection","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-KidneyTransplant","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-LakeMeadLevels","ApplicationArea","ApplicationArea:Hydrology",0.9999999999999999
"WLExampleData","Statistics-LarynxCancer","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-LifeCycleSavings","ApplicationArea","ApplicationArea:Econometrics",1.0
"WLExampleData","Statistics-LoblollyTreeGrowth","ApplicationArea","ApplicationArea:Biology",1.0
"WLExampleData","Statistics-LosAngelesOzoneReadings","ApplicationArea","ApplicationArea:AtmosphericScience",1.0
"WLExampleData","Statistics-MahanadiRiverFlow","ApplicationArea","ApplicationArea:Hydrology",0.9999999999999999
"WLExampleData","Statistics-MarkTwainAuthorship","ApplicationArea","ApplicationArea:Other",1.0
"WLExampleData","Statistics-MercuryVaporPressure","ApplicationArea","ApplicationArea:Physics",0.9999999999999999
"WLExampleData","Statistics-MinkFurSales","ApplicationArea","ApplicationArea:Economics",0.9999999999999999
"WLExampleData","Statistics-MotorFailures","ApplicationArea","ApplicationArea:Engineering",0.9999999999999999
"WLExampleData","Statistics-NewcombLightSpeed","ApplicationArea","ApplicationArea:Physics",0.9999999999999999
"WLExampleData","Statistics-NickelContent","ApplicationArea","ApplicationArea:Geology",1.0
"WLExampleData","Statistics-OldFaithful","ApplicationArea","ApplicationArea:Geology",1.0
"WLExampleData","Statistics-OrangeTreeGrowth","ApplicationArea","ApplicationArea:Biology",1.0
"WLExampleData","Statistics-OtitisMedia","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-OzoneConcentrations","ApplicationArea","ApplicationArea:AtmosphericScience",1.0
"WLExampleData","Statistics-PlantGrowth","ApplicationArea","ApplicationArea:Agriculture",0.7577969479649674
"WLExampleData","Statistics-PlantGrowth","ApplicationArea","ApplicationArea:Biology",0.6524904487078568
"WLExampleData","Statistics-Psychiatric","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-PuromycinReactionVelocity","ApplicationArea","ApplicationArea:Chemistry",1.0
"WLExampleData","Statistics-QuarterlyRevenue","ApplicationArea","ApplicationArea:Finance",0.9999999999999999
"WLExampleData","Statistics-RainfallSeeding","ApplicationArea","ApplicationArea:AtmosphericScience",1.0
"WLExampleData","Statistics-RiverLengths","ApplicationArea","ApplicationArea:Hydrology",0.9999999999999999
"WLExampleData","Statistics-ScientificDiscoveries","ApplicationArea","ApplicationArea:Other",1.0
"WLExampleData","Statistics-ScottishHillRaces","ApplicationArea","ApplicationArea:Other",1.0
"WLExampleData","Statistics-SingerHeights","ApplicationArea","ApplicationArea:Other",1.0
"WLExampleData","Statistics-SoporificDrugs","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-SP500","ApplicationArea","ApplicationArea:Finance",0.9999999999999999
"WLExampleData","Statistics-SpeedOfLight","ApplicationArea","ApplicationArea:Physics",0.9999999999999999
"WLExampleData","Statistics-StacklossPlant","ApplicationArea","ApplicationArea:Chemistry",0.7790679340102974
"WLExampleData","Statistics-StacklossPlant","ApplicationArea","ApplicationArea:Engineering",0.6269395139859401
"WLExampleData","Statistics-SwissBankNotes","ApplicationArea","ApplicationArea:Other",1.0
"WLExampleData","Statistics-SwissFertility","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-Terrorism","ApplicationArea","ApplicationArea:Other",1.0
"WLExampleData","Statistics-TimeToAIDS","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-TopOilFields2001","ApplicationArea","ApplicationArea:Geology",1.0
"WLExampleData","Statistics-UgandaVolcanoes","ApplicationArea","ApplicationArea:Geology",0.6077733753081707
"WLExampleData","Statistics-UgandaVolcanoes","ApplicationArea","ApplicationArea:Seismology",0.7941105239615663
"WLExampleData","Statistics-UKLungDiseaseDeaths","ApplicationArea","ApplicationArea:Medicine",1.0
"WLExampleData","Statistics-UKUnemployment","ApplicationArea","ApplicationArea:Econometrics",1.0
"WLExampleData","Statistics-UniversitySalaries","ApplicationArea","ApplicationArea:Econometrics",1.0
"WLExampleData","Statistics-USAccidentalDeaths","ApplicationArea","ApplicationArea:Actuarial",0.9999999999999999
"WLExampleData","Statistics-USArrests","ApplicationArea","ApplicationArea:Other",1.0
"WLExampleData","Statistics-USCars1993","ApplicationArea","ApplicationArea:Economics",0.9999999999999999
"WLExampleData","Statistics-USCityTemperature","ApplicationArea","ApplicationArea:AtmosphericScience",1.0
"WLExampleData","Statistics-USEarthquakes","ApplicationArea","ApplicationArea:Geology",1.0
"WLExampleData","Statistics-USHogPrices","ApplicationArea","ApplicationArea:Economics",0.9999999999999999
"WLExampleData","Statistics-USHurricaneLoss","ApplicationArea","ApplicationArea:AtmosphericScience",0.6469355901873344
"WLExampleData","Statistics-USHurricaneLoss","ApplicationArea","ApplicationArea:Economics",0.7625446492822341
"WLExampleData","Statistics-USLifeTable2003","ApplicationArea","ApplicationArea:Actuarial",0.9999999999999999
"WLExampleData","Statistics-USStateIncome","ApplicationArea","ApplicationArea:Econometrics",1.0
"WLExampleData","Statistics-WarpBreaks","ApplicationArea","ApplicationArea:Other",1.0
"WLExampleData","Statistics-WesternUgandaBorder","ApplicationArea","ApplicationArea:Other",1.0
"WLExampleData","Statistics-WolfSunspotNumbers","ApplicationArea","ApplicationArea:Astronomy",1.0
"WLExampleData","Statistics-AirlinePassengerMiles","ColumnHeading","ColumnHeading:Miles",1.0
"WLExampleData","Statistics-AirplaneGlass","ColumnHeading","ColumnHeading:BreakPoint",1.0
"WLExampleData","Statistics-AnimalWeights","ColumnHeading","ColumnHeading:BodyWeight",0.5694154019138398
"WLExampleData","Statistics-AnimalWeights","ColumnHeading","ColumnHeading:BrainWeight",0.6333542903297162
"WLExampleData","Statistics-AnimalWeights","ColumnHeading","ColumnHeading:Species",0.5240500386263146
"WLExampleData","Statistics-AnorexiaTreatment","ColumnHeading","ColumnHeading:EntryWeight",0.596732020542835
"WLExampleData","Statistics-AnorexiaTreatment","ColumnHeading","ColumnHeading:ExitWeight",0.596732020542835
"WLExampleData","Statistics-AnorexiaTreatment","ColumnHeading","ColumnHeading:Treatment",0.5364902527704778
"WLExampleData","Statistics-AnscombeRegressionLines","ColumnHeading","ColumnHeading:X1",0.3342865886050911
"WLExampleData","Statistics-AnscombeRegressionLines","ColumnHeading","ColumnHeading:X2",0.3342865886050911
"WLExampleData","Statistics-AnscombeRegressionLines","ColumnHeading","ColumnHeading:X3",0.3342865886050911
"WLExampleData","Statistics-AnscombeRegressionLines","ColumnHeading","ColumnHeading:X4",0.3342865886050911
"WLExampleData","Statistics-AnscombeRegressionLines","ColumnHeading","ColumnHeading:Y1",0.3718231793188405
"WLExampleData","Statistics-AnscombeRegressionLines","ColumnHeading","ColumnHeading:Y2",0.3718231793188405
"WLExampleData","Statistics-AnscombeRegressionLines","ColumnHeading","ColumnHeading:Y3",0.3718231793188405
"WLExampleData","Statistics-AnscombeRegressionLines","ColumnHeading","ColumnHeading:Y4",0.3718231793188405
"WLExampleData","Statistics-AustraliaAIDS","ColumnHeading","ColumnHeading:Age",0.25474449764513163
"WLExampleData","Statistics-AustraliaAIDS","ColumnHeading","ColumnHeading:Death",0.36622393710340023
"WLExampleData","Statistics-AustraliaAIDS","ColumnHeading","ColumnHeading:Diagnosis",0.442609454612168
"WLExampleData","Statistics-AustraliaAIDS","ColumnHeading","ColumnHeading:Sex",0.34163329297481737
"WLExampleData","Statistics-AustraliaAIDS","ColumnHeading","ColumnHeading:State",0.36622393710340023
"WLExampleData","Statistics-AustraliaAIDS","ColumnHeading","ColumnHeading:Status",0.39792679127135955
"WLExampleData","Statistics-AustraliaAIDS","ColumnHeading","ColumnHeading:TransmissionCategory",0.442609454612168
"WLExampleData","Statistics-AustraliaRainfall","ColumnHeading","ColumnHeading:Rainfall",1.0
"WLExampleData","Statistics-Baboon","ColumnHeading","ColumnHeading:Censoring",0.8950246371377553
"WLExampleData","Statistics-Baboon","ColumnHeading","ColumnHeading:Time",0.4460167025083585
"WLExampleData","Statistics-BatchChemicalProcessYields","ColumnHeading","ColumnHeading:Yield",1.0
"WLExampleData","Statistics-BeaverBodyTemperatures","ColumnHeading","ColumnHeading:Active",0.6140185074457188
"WLExampleData","Statistics-BeaverBodyTemperatures","ColumnHeading","ColumnHeading:Day",0.5520316204343167
"WLExampleData","Statistics-BeaverBodyTemperatures","ColumnHeading","ColumnHeading:Temperature",0.4739373785631656
"WLExampleData","Statistics-BeaverBodyTemperatures","ColumnHeading","ColumnHeading:Time",0.3059832082900448
"WLExampleData","Statistics-BelgianCalls","ColumnHeading","ColumnHeading:Calls",0.8747760998227573
"WLExampleData","Statistics-BelgianCalls","ColumnHeading","ColumnHeading:Year",0.4845273729923683
"WLExampleData","Statistics-BiochemicalOxygenDemand","ColumnHeading","ColumnHeading:Demand",0.8950246371377553
"WLExampleData","Statistics-BiochemicalOxygenDemand","ColumnHeading","ColumnHeading:Time",0.4460167025083585
"WLExampleData","Statistics-BirthWeightRisk","ColumnHeading","ColumnHeading:Age",0.18186096706895208
"WLExampleData","Statistics-BirthWeightRisk","ColumnHeading","ColumnHeading:BWT",0.315976926660691
"WLExampleData","Statistics-BirthWeightRisk","ColumnHeading","ColumnHeading:FTV",0.315976926660691
"WLExampleData","Statistics-BirthWeightRisk","ColumnHeading","ColumnHeading:Hypertension",0.315976926660691
"WLExampleData","Statistics-BirthWeightRisk","ColumnHeading","ColumnHeading:Low",0.315976926660691
"WLExampleData","Statistics-BirthWeightRisk","ColumnHeading","ColumnHeading:LWT",0.315976926660691
"WLExampleData","Statistics-BirthWeightRisk","ColumnHeading","ColumnHeading:MotherID",0.315976926660691
"WLExampleData","Statistics-BirthWeightRisk","ColumnHeading","ColumnHeading:PTL",0.315976926660691
"WLExampleData","Statistics-BirthWeightRisk","ColumnHeading","ColumnHeading:Race",0.26144564448336877
"WLExampleData","Statistics-BirthWeightRisk","ColumnHeading","ColumnHeading:Smoker",0.315976926660691
"WLExampleData","Statistics-BirthWeightRisk","ColumnHeading","ColumnHeading:UI",0.315976926660691
"WLExampleData","Statistics-BlackCherryTrees","ColumnHeading","ColumnHeading:Girth",0.6289737773332947
"WLExampleData","Statistics-BlackCherryTrees","ColumnHeading","ColumnHeading:Height",0.4569288509759195
"WLExampleData","Statistics-BlackCherryTrees","ColumnHeading","ColumnHeading:Volume",0.6289737773332947
"WLExampleData","Statistics-BoforsSteel","ColumnHeading","ColumnHeading:YieldStrength",1.0
"WLExampleData","Statistics-BoilingAlps","ColumnHeading","ColumnHeading:BoilingPoint",0.743646358637681
"WLExampleData","Statistics-BoilingAlps","ColumnHeading","ColumnHeading:Pressure",0.6685731772101822
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:AcuteGVHD",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:ChronicGVHD",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:Death1",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:Death2",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:Death3",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:DonorAge",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:DonorCMV",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:DonorGender",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:FAB",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:Group",0.17936438125681692
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:Hospital",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:MTX",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:PatientAge",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:PatientCMV",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:PatientGender",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:PlateletRecovery",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:Time1",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:Time2",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:TimeToAccute",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:TimeToGVHD",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:TimetToChronicGVHD",0.21677548330903906
"WLExampleData","Statistics-BoneMarrowLeukemia","ColumnHeading","ColumnHeading:WaitingTime",0.16732069644550834
"WLExampleData","Statistics-BoneMarrowTransplants","ColumnHeading","ColumnHeading:Delta",0.6202426547826143
"WLExampleData","Statistics-BoneMarrowTransplants","ColumnHeading","ColumnHeading:Time",0.4254629245450863
"WLExampleData","Statistics-BoneMarrowTransplants","ColumnHeading","ColumnHeading:Type",0.6589995060891601
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:AGE",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:BLACK",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:CHAS",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:CRIM",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:DIS",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:INDUS",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:LSTAT",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:MEDV",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:NOX",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:PTRATIO",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:RAD",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:RM",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:TAX",0.26726124191242434
"WLExampleData","Statistics-BostonHomes","ColumnHeading","ColumnHeading:ZN",0.26726124191242434
"WLExampleData","Statistics-BuffaloSnow","ColumnHeading","ColumnHeading:Accumulation",1.0
"WLExampleData","Statistics-Cabbages","ColumnHeading","ColumnHeading:Cultivar",0.5
"WLExampleData","Statistics-Cabbages","ColumnHeading","ColumnHeading:Date",0.5
"WLExampleData","Statistics-Cabbages","ColumnHeading","ColumnHeading:HeadWeight",0.5
"WLExampleData","Statistics-Cabbages","ColumnHeading","ColumnHeading:VitC",0.5
"WLExampleData","Statistics-CarStoppingDistances","ColumnHeading","ColumnHeading:Distance",0.7071067811865476
"WLExampleData","Statistics-CarStoppingDistances","ColumnHeading","ColumnHeading:Speed",0.7071067811865476
"WLExampleData","Statistics-CementHeat","ColumnHeading","ColumnHeading:HeatEvolved",0.48603607568518054
"WLExampleData","Statistics-CementHeat","ColumnHeading","ColumnHeading:X1",0.4369693733926182
"WLExampleData","Statistics-CementHeat","ColumnHeading","ColumnHeading:X2",0.4369693733926182
"WLExampleData","Statistics-CementHeat","ColumnHeading","ColumnHeading:X3",0.4369693733926182
"WLExampleData","Statistics-CementHeat","ColumnHeading","ColumnHeading:X4",0.4369693733926182
"WLExampleData","Statistics-CeramicStrength","ColumnHeading","ColumnHeading:Y",1.0
"WLExampleData","Statistics-ChanningHouse","ColumnHeading","ColumnHeading:Age",0.3351649452583454
"WLExampleData","Statistics-ChanningHouse","ColumnHeading","ColumnHeading:AgeAtEntry",0.5823371063840068
"WLExampleData","Statistics-ChanningHouse","ColumnHeading","ColumnHeading:Death",0.4818373977307479
"WLExampleData","Statistics-ChanningHouse","ColumnHeading","ColumnHeading:Gender",0.4818373977307479
"WLExampleData","Statistics-ChanningHouse","ColumnHeading","ColumnHeading:Time",0.29019544843845224
"WLExampleData","Statistics-ChemicalProcessConcentrations","ColumnHeading","ColumnHeading:Concentration",0.9999999999999999
"WLExampleData","Statistics-ChemicalProcessTemperatures","ColumnHeading","ColumnHeading:Temperature",0.9999999999999999
"WLExampleData","Statistics-ChemicalProcessViscosityReadings","ColumnHeading","ColumnHeading:Viscosity",1.0
"WLExampleData","Statistics-ChickenWeight","ColumnHeading","ColumnHeading:Feed",0.7916163996677489
"WLExampleData","Statistics-ChickenWeight","ColumnHeading","ColumnHeading:Weight",0.6110183923394376
"WLExampleData","Statistics-CopperLevels","ColumnHeading","ColumnHeading:Copper",1.0
"WLExampleData","Statistics-CosmeticDeterioration","ColumnHeading","ColumnHeading:Lower",0.596732020542835
"WLExampleData","Statistics-CosmeticDeterioration","ColumnHeading","ColumnHeading:Treatment",0.5364902527704778
"WLExampleData","Statistics-CosmeticDeterioration","ColumnHeading","ColumnHeading:Upper",0.596732020542835
"WLExampleData","Statistics-CPUPerformance","ColumnHeading","ColumnHeading:Cach",0.3162277660168379
"WLExampleData","Statistics-CPUPerformance","ColumnHeading","ColumnHeading:Chmax",0.3162277660168379
"WLExampleData","Statistics-CPUPerformance","ColumnHeading","ColumnHeading:Chmin",0.3162277660168379
"WLExampleData","Statistics-CPUPerformance","ColumnHeading","ColumnHeading:Estperf",0.3162277660168379
"WLExampleData","Statistics-CPUPerformance","ColumnHeading","ColumnHeading:Man",0.3162277660168379
"WLExampleData","Statistics-CPUPerformance","ColumnHeading","ColumnHeading:Mmax",0.3162277660168379
"WLExampleData","Statistics-CPUPerformance","ColumnHeading","ColumnHeading:Mmin",0.3162277660168379
"WLExampleData","Statistics-CPUPerformance","ColumnHeading","ColumnHeading:Mod",0.3162277660168379
"WLExampleData","Statistics-CPUPerformance","ColumnHeading","ColumnHeading:Perf",0.3162277660168379
"WLExampleData","Statistics-CPUPerformance","ColumnHeading","ColumnHeading:Syct",0.3162277660168379
"WLExampleData","Statistics-CrabMeasures","ColumnHeading","ColumnHeading:BD",0.3706146180868292
"WLExampleData","Statistics-CrabMeasures","ColumnHeading","ColumnHeading:CL",0.3706146180868292
"WLExampleData","Statistics-CrabMeasures","ColumnHeading","ColumnHeading:CW",0.3706146180868292
"WLExampleData","Statistics-CrabMeasures","ColumnHeading","ColumnHeading:FL",0.3706146180868292
"WLExampleData","Statistics-CrabMeasures","ColumnHeading","ColumnHeading:Index",0.3706146180868292
"WLExampleData","Statistics-CrabMeasures","ColumnHeading","ColumnHeading:RW",0.3706146180868292
"WLExampleData","Statistics-CrabMeasures","ColumnHeading","ColumnHeading:Sex",0.28606323494050134
"WLExampleData","Statistics-CrabMeasures","ColumnHeading","ColumnHeading:Species",0.3066539658597259
"WLExampleData","Statistics-Cushings","ColumnHeading","ColumnHeading:Pregnanetriol",0.4776504602933289
"WLExampleData","Statistics-Cushings","ColumnHeading","ColumnHeading:Tetrahydrocortisone",0.4776504602933289
"WLExampleData","Statistics-Cushings","ColumnHeading","ColumnHeading:Type",0.7373602074719942
"WLExampleData","Statistics-CyrtoideaeLength","ColumnHeading","ColumnHeading:CyrtoideaeLength",1.0
"WLExampleData","Statistics-DenmarkMelanoma","ColumnHeading","ColumnHeading:Age",0.2778646341008981
"WLExampleData","Statistics-DenmarkMelanoma","ColumnHeading","ColumnHeading:Sex",0.3726392947704427
"WLExampleData","Statistics-DenmarkMelanoma","ColumnHeading","ColumnHeading:Status",0.43404188619449013
"WLExampleData","Statistics-DenmarkMelanoma","ColumnHeading","ColumnHeading:Thickness",0.4827798648932211
"WLExampleData","Statistics-DenmarkMelanoma","ColumnHeading","ColumnHeading:Time",0.24058319116858426
"WLExampleData","Statistics-DenmarkMelanoma","ColumnHeading","ColumnHeading:Ulcer",0.4827798648932211
"WLExampleData","Statistics-DenmarkMelanoma","ColumnHeading","ColumnHeading:Year",0.2674056363882354
"WLExampleData","Statistics-DNaseAssay","ColumnHeading","ColumnHeading:Concentration",0.49781408057250776
"WLExampleData","Statistics-DNaseAssay","ColumnHeading","ColumnHeading:Density",0.6449524189572974
"WLExampleData","Statistics-DNaseAssay","ColumnHeading","ColumnHeading:Run",0.5798426669924176
